trpLEDCBA
NC_000913,Escherichia_coli_str._K-12_substr._MG1655,<trpABCDE>
NC_004741,Shigella_flexneri_2a_str._2457T,<trpABCDE>
NC_003198,Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18,<trpABCDE>
NC_003197,Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2,trpEDCBA
NC_003143,Yersinia_pestis_CO92,<trpABCDDE>
NC_002663,Pasteurella_multocida_subsp._multocida_str._Pm70,<trpAB> <trpCD> <trpDE>
NC_004459,Vibrio_vulnificus_CMCP6,trpEDDCBA
NC_004603,Vibrio_parahaemolyticus_RIMD_2210633,trpEDDCBA
NC_011833,Buchnera_aphidicola_str._5A_(Acyrthosiphon_pisum),<trpCD> <trpA>
NC_000907,Haemophilus_influenzae_Rd_KW20,trpEDDC trpBA
NC_004347,Shewanella_oneidensis_MR-1,trpEDDCBA
NC_005061,Candidatus_Blochmannia_floridanus,trpEDDCBA
NC_002516,Pseudomonas_aeruginosa_PAO1,<trpAB> trpDDC trpED
NC_002947,Pseudomonas_putida_KT2440,<trpAB> trpDDC trpE
NC_004578,Pseudomonas_syringae_pv._tomato_str._DC3000,trpBA trpDDC trpE
NC_003919,Xanthomonas_axonopodis_pv._citri_str._306,trpDC <trpAB> trpE
NC_007086,Xanthomonas_campestris_pv._campestris_str._8004,trpDC trpB trpA trpE
NC_002488,Xylella_fastidiosa_9a5c,trpEDDC trpBA
NC_004757,Nitrosomonas_europaea_ATCC_19718,<trpCDD> trpCBA trpE
NC_005085,Chromobacterium_violaceum_ATCC_12472,<trpDD> <trpABC> <trpE>
NC_003295,Ralstonia_solanacearum_GMI1000,<trpBC> trpEDDC <trpA>
NC_003112,Neisseria_meningitidis_MC58,trpDD trpB <trpC> trpA <trpE>
NC_002927,Bordetella_bronchiseptica_RB50,<trpAB> trpEDDC
NC_002929,Bordetella_pertussis_Tohama_I,<trpCDDE> trpBA
NC_002928,Bordetella_parapertussis_12822,<trpAB> trpEDDC
NC_004463,Bradyrhizobium_japonicum_USDA_110,trpCBA <trpDE>
NC_002696,Caulobacter_crescentus_CB15,trpEDDC <trpABC>
NC_003062,Agrobacterium_tumefaciens_str._C58,trpCBA trpDC <trpE>
NC_002678,Mesorhizobium_loti_MAFF303099,trpDC trpCBA trpE
NC_003047,Sinorhizobium_meliloti_1021,trpCBA trpDC <trpE>
NC_012441,Brucella_melitensis_ATCC_23457,trpDC <trpABC> <trpE>
NC_004310,Brucella_suis_1330,trpDC <trpABC> <trpE>
NC_004917,Helicobacter_hepaticus_ATCC_51449,<trpDE> <trpAB>
NC_002163,Campylobacter_jejuni_subsp._jejuni_NCTC_11168,trpEDCBA
