hisLGDCBHAFI
NC_000913,Escherichia_coli_str._K-12_substr._MG1655,hisGDCBHAFI
NC_004741,Shigella_flexneri_2a_str._2457T,hisGDCBHAFI
NC_003198,Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18,hisGDCBHAFI
NC_003197,Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2,hisGDCBHAFI
NC_003143,Yersinia_pestis_CO92,<hisIFAHBCDG>
NC_002663,Pasteurella_multocida_subsp._multocida_str._Pm70,hisDCB hisHAFI hisG
NC_004459,Vibrio_vulnificus_CMCP6,<hisIFAHBCDG>
NC_004603,Vibrio_parahaemolyticus_RIMD_2210633,hisGDCBHAFI
NC_011833,Buchnera_aphidicola_str._5A_(Acyrthosiphon_pisum),hisGDCBHAFI
NC_000907,Haemophilus_influenzae_Rd_KW20,hisGDCBHAFI
NC_004347,Shewanella_oneidensis_MR-1,<hisIFAHBCDG>
NC_005061,Candidatus_Blochmannia_floridanus,hisGDCBHAFI
NC_002516,Pseudomonas_aeruginosa_PAO1,<hisCDG> hisII <hisFAHB>
NC_002947,Pseudomonas_putida_KT2440,hisBHAF hisGDC hisII
NC_004578,Pseudomonas_syringae_pv._tomato_str._DC3000,<hisCDG> hisII <hisFAHB>
NC_003919,Xanthomonas_axonopodis_pv._citri_str._306,hisGDCBHAFI
NC_007086,Xanthomonas_campestris_pv._campestris_str._8004,<hisIFAHBCDG>
NC_002488,Xylella_fastidiosa_9a5c,<hisIFAHBCDG>
NC_004757,Nitrosomonas_europaea_ATCC_19718,<hisIIFAHBC> hisGD
NC_005085,Chromobacterium_violaceum_ATCC_12472,hisGD hisCBHAFI
NC_003295,Ralstonia_solanacearum_GMI1000,<hisIIFAH> <hisBCD>
NC_003112,Neisseria_meningitidis_MC58,<hisIFAH> hisDCB hisG
NC_002927,Bordetella_bronchiseptica_RB50,hisGDCBHAFII
NC_002929,Bordetella_pertussis_Tohama_I,hisGDCBHAFII
NC_002928,Bordetella_parapertussis_12822,hisGDCBHAFII
NC_004463,Bradyrhizobium_japonicum_USDA_110,hisHAFI hisD hisG hisB hisC
NC_002696,Caulobacter_crescentus_CB15,hisBHAFI <hisD> <hisG> <hisC>
NC_003062,Agrobacterium_tumefaciens_str._C58,<hisIFAH> <hisD> <hisB> <hisC>
NC_002678,Mesorhizobium_loti_MAFF303099,hisBHA hisFI <hisD> <hisC>
NC_003047,Sinorhizobium_meliloti_1021,<hisIFAHB> hisD <hisC>
NC_012441,Brucella_melitensis_ATCC_23457,hisHAFI <hisD> hisB hisC
NC_004310,Brucella_suis_1330,hisHAFI <hisD> hisB hisC
NC_005090,Wolinella_succinogenes_DSM_1740,hisHA <hisD> <hisF> hisG <hisB> <hisC> <hisI>
NC_002163,Campylobacter_jejuni_subsp._jejuni_NCTC_11168,hisGDBHA hisFI hisC
