tdcABCDEFG
NC_000913,Escherichia_coli_str._K-12_substr._MG1655,<tdcCGFEDCBA>
NC_004741,Shigella_flexneri_2a_str._2457T,<tdcCGFEDCBA>
NC_003198,Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18,tdcCG <tdcGED> <tdcBA> <tdcF>
NC_003197,Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2,<tdcCGEDCBA> <tdcF>
NC_002663,Pasteurella_multocida_subsp._multocida_str._Pm70,<tdcGC> <tdcE> tdcD tdcF <tdcA> <tdcB>
NC_004459,Vibrio_vulnificus_CMCP6,<tdcGC> tdcE <tdcD> <tdcF> <tdcA> <tdcB>
NC_004603,Vibrio_parahaemolyticus_RIMD_2210633,tdcCG <tdcFC>  <tdcE> tdcD tdcA tdcB
NC_000907,Haemophilus_influenzae_Rd_KW20,<tdcGC> <tdcE> <tdcD> tdcF <tdcA> tdcB
NC_002516,Pseudomonas_aeruginosa_PAO1,tdcAF A> <tdcD> <tdcG> <tdcB>
NC_002947,Pseudomonas_putida_KT2440,tdcAA > tdcG tdcF <tdcC> <tdcB>
NC_004578,Pseudomonas_syringae_pv._tomato_str._DC3000,<tdcAA> tdcD <tdcG> <tdcF> tdcC <tdcB>
NC_005085,Chromobacterium_violaceum_ATCC_12472,<tdcGC> tdcE <tdcD> tdcF tdcA <tdcB>
NC_003295,Ralstonia_solanacearum_GMI1000,tdcGG <tdcA> <tdcB>
NC_002678,Mesorhizobium_loti_MAFF303099,<tdcFF> tdcD <tdcG> <tdcA> <tdcB>
NC_002163,Campylobacter_jejuni_subsp._jejuni_NCTC_11168,<tdcGC> tdcD tdcF <tdcB>
