pstSCAB-phoU
NC_000913,Escherichia_coli_str._K-12_substr._MG1655,<phoU-pstBACS>
NC_004741,Shigella_flexneri_2a_str._2457T,<phoU-pstBACS>
NC_003198,Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18,pstSCAB-phoU
NC_003197,Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2,<phoU-pstBACS>
NC_003143,Yersinia_pestis_CO92,<phoU-pstBACS>
NC_002663,Pasteurella_multocida_subsp._multocida_str._Pm70,<pstBACS>
NC_004459,Vibrio_vulnificus_CMCP6,<phoU-pstBAC>
NC_004603,Vibrio_parahaemolyticus_RIMD_2210633,pstCAB-phoU
NC_011833,Buchnera_aphidicola_str._5A_(Acyrthosiphon_pisum),pstBB
NC_000907,Haemophilus_influenzae_Rd_KW20,pstBB <pstACS>
NC_004347,Shewanella_oneidensis_MR-1,pstCAB-phoU <pstBAAS>
NC_002516,Pseudomonas_aeruginosa_PAO1,<phoU-pstBAC>
NC_002947,Pseudomonas_putida_KT2440,pstSCAB <phoU-pstBAC>
NC_004578,Pseudomonas_syringae_pv._tomato_str._DC3000,<pstBACS> <phoU-pstBAC>
NC_003919,Xanthomonas_axonopodis_pv._citri_str._306,<phoU-pstBACSS>
NC_007086,Xanthomonas_campestris_pv._campestris_str._8004,pstSSCAB-phoU
NC_002488,Xylella_fastidiosa_9a5c,pstSCAB-phoU
NC_004757,Nitrosomonas_europaea_ATCC_19718,<pstBCA> phoU
NC_005085,Chromobacterium_violaceum_ATCC_12472,<pstBACS> phoU
NC_003295,Ralstonia_solanacearum_GMI1000,pstSCAB-phoU
NC_003112,Neisseria_meningitidis_MC58,<pstBCA>
NC_002927,Bordetella_bronchiseptica_RB50,pstSCAB <phoU>
NC_002929,Bordetella_pertussis_Tohama_I,<pstBACS> <phoU>
NC_002928,Bordetella_parapertussis_12822,pstSCAB phoU
NC_004463,Bradyrhizobium_japonicum_USDA_110,pstSCAB-phoU
NC_002696,Caulobacter_crescentus_CB15,pstCAB-phoU
NC_003062,Agrobacterium_tumefaciens_str._C58,pstCAB-phoU
NC_002678,Mesorhizobium_loti_MAFF303099,<phoU-pstBACS>
NC_003047,Sinorhizobium_meliloti_1021,pstCAB-phoU
NC_012441,Brucella_melitensis_ATCC_23457,pstCAB-phoU
NC_004310,Brucella_suis_1330,pstCAB-phoU
NC_005090,Wolinella_succinogenes_DSM_1740,<pstSBAC>
NC_002163,Campylobacter_jejuni_subsp._jejuni_NCTC_11168,pstCAB
