bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE
NC_000913,Escherichia_coli_str._K-12_substr._MG1655,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE
NC_004741,Shigella_flexneri_2a_str._2457T,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE
NC_003198,Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE
NC_003197,Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE
NC_003143,Yersinia_pestis_CO92,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE
NC_002663,Pasteurella_multocida_subsp._multocida_str._Pm70,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB dnaE
NC_004459,Vibrio_vulnificus_CMCP6,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE
NC_004603,Vibrio_parahaemolyticus_RIMD_2210633,<dnaE-rnhB-lpxBA-fabZ-lpxD-hlpA-bamA>
NC_011833,Buchnera_aphidicola_str._5A_(Acyrthosiphon_pisum),bamA-fabZ-dnaE <lpxD>
NC_000907,Haemophilus_influenzae_Rd_KW20,<lpxD-hlpA-bamA> <rnhB-lpxBA-fabZ> <dnaE>
NC_004347,Shewanella_oneidensis_MR-1,lpxD-fabZ-lpxAB-rnhB-dnaE bamA
NC_005061,Candidatus_Blochmannia_floridanus,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE
NC_002516,Pseudomonas_aeruginosa_PAO1,<rnhB-lpxBA-fabZ-lpxD> <dnaE> <bamA>
NC_002947,Pseudomonas_putida_KT2440,lpxD-fabZ-lpxAB-rnhB-dnaE bamA
NC_004578,Pseudomonas_syringae_pv._tomato_str._DC3000,lpxD-fabZ-lpxAB-rnhB-dnaE bamA
NC_003919,Xanthomonas_axonopodis_pv._citri_str._306,<dnaE-rnhB-lpxBA-fabZ-lpxD-bamA>
NC_007086,Xanthomonas_campestris_pv._campestris_str._8004,bamA-lpxD-fabZ-lpxAB-rnhB-dnaE
NC_002488,Xylella_fastidiosa_9a5c,<rnhB-lpxBA-fabZ-lpxD-bamA> <dnaE>
NC_004757,Nitrosomonas_europaea_ATCC_19718,<rnhB-fabZ-hlpA-bamA> lpxD <dnaE>
NC_005085,Chromobacterium_violaceum_ATCC_12472,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB <dnaE>
NC_003295,Ralstonia_solanacearum_GMI1000,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB <dnaE>
NC_003112,Neisseria_meningitidis_MC58,<lpxA-fabZ-lpxD-hlpA-bamA> lpxB dnaE <rnhB>
NC_002927,Bordetella_bronchiseptica_RB50,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB <dnaE>
NC_002929,Bordetella_pertussis_Tohama_I,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB <dnaE>
NC_002928,Bordetella_parapertussis_12822,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB dnaE
NC_004463,Bradyrhizobium_japonicum_USDA_110,<fabZ-lpxD-bamA> <lpxA> <lpxB> <dnaE> rnhB
NC_002696,Caulobacter_crescentus_CB15,<lpxA-fabZ-lpxD> <lpxB> <dnaE> <bamA> <rnhB>
NC_003062,Agrobacterium_tumefaciens_str._C58,bamA-lpxD-fabZ-lpxA lpxB dnaE <rnhB>
NC_002678,Mesorhizobium_loti_MAFF303099,<lpxA-fabZ-lpxA-bamA> <lpxD> <lpxB> <dnaE> <rnhB>
NC_003047,Sinorhizobium_meliloti_1021,bamA-lpxD-fabZ-lpxA lpxB dnaE <rnhB>
NC_012441,Brucella_melitensis_ATCC_23457,<lpxA-fabZ-lpxD-bamA> <lpxB> dnaE <rnhB>
NC_004310,Brucella_suis_1330,<lpxA-fabZ-lpxD-bamA> <lpxB> dnaE <rnhB>
NC_005090,Wolinella_succinogenes_DSM_1740,<lpxA-fabZ> <lpxD> lpxB <dnaE> bamA rnhB
NC_004917,Helicobacter_hepaticus_ATCC_51449,fabZ-lpxA lpxD lpxB <dnaE> <bamA> <rnhB>
NC_002163,Campylobacter_jejuni_subsp._jejuni_NCTC_11168,fabZ-lpxA lpxD <lpxB> dnaE <bamA> <rnhB>
