nuoABCEFGHIJKLMN
NC_000913,Escherichia_coli_str._K-12_substr._MG1655,<nuoNMLKJIHGFECBA>
NC_004741,Shigella_flexneri_2a_str._2457T,<nuoNMLKJIHGFECBA>
NC_003198,Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18,<nuoNMLKJIHGFECBA>
NC_003197,Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2,<nuoNMLKJIHGFECBA>
NC_003143,Yersinia_pestis_CO92,<nuoNMLKJIHGFECBA>
NC_011833,Buchnera_aphidicola_str._5A_(Acyrthosiphon_pisum),nuoABCEFGHIJKLMN
NC_004347,Shewanella_oneidensis_MR-1,<nuoNM> nuoML KJIHGF> nuoFE CBA>
NC_005061,Candidatus_Blochmannia_floridanus,<nuoNMLKJIHGFECBA>
NC_002516,Pseudomonas_aeruginosa_PAO1,nuoABCEFGHIJKLMN
NC_002947,Pseudomonas_putida_KT2440,nuoABCEFGHIJKLMN
NC_004578,Pseudomonas_syringae_pv._tomato_str._DC3000,nuoABCEFGHIJKLMN
NC_003919,Xanthomonas_axonopodis_pv._citri_str._306,<nuoNML> <nuoIHGFECCBA>
NC_007086,Xanthomonas_campestris_pv._campestris_str._8004,nuoABCCEFGHIJLMN
NC_002488,Xylella_fastidiosa_9a5c,nuoABCCEFGHI nuoLMN
NC_004757,Nitrosomonas_europaea_ATCC_19718,<nuoNMLKJIHGFECCBA>
NC_005085,Chromobacterium_violaceum_ATCC_12472,nuoABCCEFGHIJKLMN
NC_003295,Ralstonia_solanacearum_GMI1000,<nuoNMLKJIHGFECCBA>
NC_003112,Neisseria_meningitidis_MC58,nuoABCCEF nuoGHI nuoLMN nuoK
NC_002927,Bordetella_bronchiseptica_RB50,<nuoNMLK> <nuoIHGFECCBA>
NC_002929,Bordetella_pertussis_Tohama_I,nuoABCCEFGHIJKLMN
NC_002928,Bordetella_parapertussis_12822,<nuoNMLK> <nuoIHGFECCBA>
NC_004463,Bradyrhizobium_japonicum_USDA_110,<nuoNMLJIHGFE> <nuoCCBA>
NC_002696,Caulobacter_crescentus_CB15,<nuoNMLK> <nuoIHGFECCBA>
NC_003062,Agrobacterium_tumefaciens_str._C58,nuoABCCEFGHIJLMN
NC_002678,Mesorhizobium_loti_MAFF303099,<nuoNMLJIHG> <nuoFECCBA>
NC_003047,Sinorhizobium_meliloti_1021,nuoABCCEF nuoGHI nuoLMN
NC_012441,Brucella_melitensis_ATCC_23457,nuoABCCEFGHI nuoKLMN
NC_004310,Brucella_suis_1330,nuoABCCEFGHI nuoKLMN
NC_005090,Wolinella_succinogenes_DSM_1740,nuoABCC nuoGG nuoHIJKLMN
NC_004917,Helicobacter_hepaticus_ATCC_51449,<nuoNMLKJIHG> <nuoCCB>
NC_002163,Campylobacter_jejuni_subsp._jejuni_NCTC_11168,<nuoNMLJIHG> <nuoCCBA>
